goal	rule	score
p5(X25, X55)	p5(a51, a36)	0
p5(a2, X512)	p5(a2, a4)	0
p7(X9, a49)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X24, X54)	p5(a88, a10)	0
p4(X711, X711, X211, X711, X711)	p4(a33, a33, X211, a33, a33)	0
p5(X210, X510)	p5(a21, a13)	0
p7(a46, a64)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X212, X512)	p5(a22, a13)	0
p5(X25, X55)	p5(a3, a4)	0
p3(X94, X74)	p3(a0, a65)	0
p5(X213, X513)	p5(a0, a88)	0
p5(a44, X511)	p5(a44, a76)	0
p7(a36, a49)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X912, X712)	p3(a3, a32)	0
p5(a72, X511)	p5(a72, a0)	0
p3(X95, X75)	p3(a54, a29)	0
p5(a82, X53)	p5(a82, a13)	0
p9(X0, X1, a22)	p9(X1, a75, X0) :- p9(X2, X1, X0)	0
p5(X24, X54)	p5(a34, a36)	0
p0(a13)	p0(X5) :- p0(X5)	0
p3(X95, X75)	p3(a52, a35)	0
p5(a51, X53)	p5(a51, a13)	0
p3(X94, X74)	p3(a33, a28)	0
p5(X25, X55)	p5(a34, a22)	0
p3(X912, X712)	p3(a82, a69)	0
p3(X94, X74)	p3(a96, a69)	0
p5(a66, X511)	p5(a66, a80)	0
p5(a82, X54)	p5(a82, a11)	0
p5(a10, X511)	p5(a10, a22)	0
p5(X211, X511)	p5(a61, a54)	0
p5(X25, X55)	p5(a44, a39)	0
p5(a0, a21)	p5(a0, a21)	0
p3(X92, X72)	p3(a80, a51)	0
p7(X4, a4)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X212, X512)	p5(a50, a0)	0
p5(a0, X54)	p5(a0, a89)	0
p5(X23, X53)	p5(a77, a10)	0
p3(X913, X713)	p3(a16, a12)	0
p3(X94, X74)	p3(a9, a24)	0
p5(a35, X52)	p5(a35, a76)	0
p5(a71, X54)	p5(a71, a12)	0
p3(X35, a49)	p3(a0, a49)	0
p5(a89, X512)	p5(a89, a44)	0
p3(a56, X79)	p3(a56, a75)	0
p3(X93, X73)	p3(a13, a2)	0
p5(X25, X55)	p5(a9, a89)	0
p3(a85, a38)	p3(a85, a38)	0
p7(a53, a89)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a96, X510)	p5(a96, a10)	0
p3(X94, X74)	p3(a29, a72)	0
p5(a9, X58)	p5(a9, a12)	0
p5(a44, X511)	p5(a44, a89)	0
p5(a13, X58)	p5(a13, a41)	0
p5(X210, X510)	p5(a66, a22)	0
p3(X95, X75)	p3(a18, a15)	0
p5(a97, X53)	p5(a97, a23)	0
p5(X24, X54)	p5(a23, a22)	0
p5(a28, X54)	p5(a28, a24)	0
p3(X7, a49)	p3(a71, a49)	0
p3(a80, X72)	p3(a80, a4)	0
p5(X213, X513)	p5(a11, a36)	0
p5(X25, X55)	p5(a22, a49)	0
p7(a85, a39)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a49, a11)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a3, X510)	p5(a3, a13)	0
p7(X0, X0)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X212, X512)	p5(a98, a89)	0
p3(X99, X79)	p3(a0, a32)	0
p3(X95, X75)	p3(a22, a12)	0
p5(X25, X55)	p5(a28, a10)	0
p5(X0, a21)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(X213, X513)	p5(a83, a33)	0
p3(X912, X712)	p3(a4, a2)	0
p7(X1, a89)	p7(X1, X1) :- p8(X1, X9)	0
p3(X93, X73)	p3(a9, a74)	0
p5(X213, X513)	p5(a9, a1)	0
p3(a59, X79)	p3(a59, a54)	0
p3(X93, X73)	p3(a64, a32)	0
p3(X92, X72)	p3(a97, a2)	0
p5(X25, X55)	p5(a90, a29)	0
p7(a85, a64)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a39, a21)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X913, X713)	p3(a97, a72)	0
p3(X912, X712)	p3(a13, a24)	0
p3(X95, X75)	p3(a83, a88)	0
p3(X311, a49)	p3(a0, a49)	0
p5(a16, X54)	p5(a16, a0)	0
p4(X58, X58, X212, X58, X58)	p4(a44, a44, X212, a44, a44)	0
p5(X213, X513)	p5(a0, a4)	0
p5(a51, a76)	p5(a51, a76)	0
p5(X212, X512)	p5(a64, a80)	0
p5(X212, X512)	p5(a43, a88)	0
p5(X213, X513)	p5(a41, a0)	0
p5(a72, X53)	p5(a72, a76)	0
p3(X1, X71)	p3(X1, a4)	0
p3(a66, X72)	p3(a66, a29)	0
p7(a81, a12)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X92, X72)	p3(X8, a15)	0
p5(X23, X53)	p5(a27, a4)	0
p0(a3)	p0(X5) :- p0(X5)	0
p5(X0, a12)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p7(X7, a51)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p3(X99, X79)	p3(a97, a65)	0
p3(X95, X75)	p3(a41, a51)	0
p5(a33, X54)	p5(a33, a24)	0
p5(X23, X53)	p5(a35, a80)	0
p3(X93, X73)	p3(a20, a24)	0
p5(a64, X54)	p5(a64, a4)	0
p5(a29, X511)	p5(a29, a36)	0
p5(X212, X512)	p5(a10, a22)	0
p5(X210, X510)	p5(a10, a33)	0
p3(X913, X713)	p3(a49, a29)	0
p5(a54, X53)	p5(a54, a59)	0
p5(X213, X513)	p5(a96, a80)	0
p5(X24, X54)	p5(a80, a39)	0
p5(X25, X55)	p5(a24, a54)	0
p5(X25, X55)	p5(a85, a21)	0
p3(X91, X71)	p3(X6, a74)	0
p5(X24, X54)	p5(a12, a49)	0
p3(a51, X710)	p3(a51, a27)	0
p3(X95, X75)	p3(a15, a12)	0
p3(X913, X713)	p3(X512, a2)	0
p5(a97, X52)	p5(a97, a64)	0
p4(a16, X212, X212, a11, X912)	p4(a16, a24, a24, a11, X912)	0
p7(a59, a39)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a23, X512)	p5(a23, a22)	0
p5(a3, X511)	p5(a3, a64)	0
p5(X211, X511)	p5(a35, a21)	0
p5(a39, X512)	p5(a39, a4)	0
p5(X25, X55)	p5(a96, a39)	0
p9(X0, X2, X2)	p9(a80, X1, a70) :- p0(X1), p3(X1, a89)	0
p5(a80, X54)	p5(a80, a76)	0
p5(a46, X510)	p5(a46, a21)	0
p7(X1, a33)	p7(X9, X9) :- p0(X9)	0
p3(X33, a49)	p3(a7, a49)	0
p5(a22, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(a97, X72)	p3(a97, a56)	0
p5(X25, X55)	p5(a34, a51)	0
p3(X94, X74)	p3(X6, a15)	0
p5(a49, X53)	p5(a49, a16)	0
p3(X94, X74)	p3(a89, a2)	0
p5(X213, X513)	p5(a57, a88)	0
p5(X212, X512)	p5(a98, a22)	0
p3(X0, a89)	p3(a54, a89)	0
p5(X23, X53)	p5(a1, a22)	0
p5(X24, X54)	p5(a21, a54)	0
p5(a4, a22)	p5(a4, a22)	0
p5(a4, a4)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(X24, X54)	p5(a80, a88)	0
p7(a88, a88)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X6, a51)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X94, X74)	p3(a23, a13)	0
p4(a16, a44, a44, a11, X97)	p4(a16, a44, a44, a11, X97)	0
p5(a39, X512)	p5(a39, a36)	0
p3(X02, a89)	p3(a10, a89)	0
p5(a66, X54)	p5(a66, a22)	0
p3(X94, X74)	p3(a21, a13)	0
p5(X213, X513)	p5(a28, a1)	0
p3(X913, X713)	p3(a97, a28)	0
p5(a35, X52)	p5(a35, a80)	0
p5(X211, X511)	p5(a21, a1)	0
p5(X22, X52)	p5(a35, a13)	0
p5(a54, X54)	p5(a54, a34)	0
p7(a94, a51)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X25, X55)	p5(a50, a49)	0
p5(X213, X513)	p5(a51, a36)	0
p5(X211, X511)	p5(a29, a39)	0
p5(X25, X55)	p5(a80, a51)	0
p3(X913, X713)	p3(a42, a35)	0
p7(a11, a54)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a44, X0)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X213, X513)	p5(a3, a4)	0
p5(a21, X511)	p5(a21, a51)	0
p7(X7, a88)	p7(X9, X9) :- p0(X9)	0
p5(a88, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(a24, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X912, X712)	p3(X79, a15)	0
p5(a89, X54)	p5(a89, a44)	0
p7(a89, a33)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X911, X711)	p3(X76, a65)	0
p5(a12, X512)	p5(a12, a44)	0
p5(X213, X513)	p5(a34, a22)	0
p5(a41, X53)	p5(a41, a13)	0
p3(X94, X74)	p3(a17, a65)	0
p3(X912, X712)	p3(a82, a32)	0
p3(X912, X712)	p3(a35, a35)	0
p5(X25, X55)	p5(a61, a49)	0
p5(a2, X510)	p5(a2, a23)	0
p5(X211, X511)	p5(a46, a10)	0
p5(a62, X511)	p5(a62, a23)	0
p5(a10, X510)	p5(a10, a21)	0
p3(X90, X70)	p3(X0, a74)	0
p5(X25, X55)	p5(a89, a39)	0
p0(a62)	p0(X3) :- p3(a90, X3), p9(X3, X3, a77)	0
p3(X95, X75)	p3(a49, a51)	0
p5(X24, X54)	p5(a28, a33)	0
p5(a4, a64)	p5(a4, a64)	0
p5(X24, X54)	p5(a88, a4)	0
p3(X912, X712)	p3(a22, a65)	0
p3(X95, X75)	p3(a44, a15)	0
p1(a23)	p1(X2) :- p4(a16, X2, X2, a11, X9), p6(X2)	0
p5(X0, a89)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X94, X74)	p3(a2, a88)	0
p5(a89, X54)	p5(a89, a33)	0
p5(a96, X510)	p5(a96, a92)	0
p3(X912, X712)	p3(a65, a12)	0
p5(X213, X513)	p5(a76, a36)	0
p9(X0, a53, X1)	p9(a80, X1, a70) :- p0(X1), p3(X1, a89)	0
p5(X211, X511)	p5(a4, a89)	0
p3(X912, X712)	p3(a25, a65)	0
p3(X912, X712)	p3(a89, a29)	0
p3(a97, X72)	p3(a97, a10)	0
p3(X95, X75)	p3(a53, a51)	0
p5(a80, X54)	p5(a80, a0)	0
p5(a1, X54)	p5(a1, a21)	0
p3(X58, X79)	p3(X58, a10)	0
p5(X25, X55)	p5(a49, a0)	0
p7(X2, a33)	p7(X9, X9) :- p0(X9)	0
p3(X94, X74)	p3(a96, a15)	0
p5(X24, X54)	p5(a22, a29)	0
p3(a56, X79)	p3(a56, a39)	0
p7(a19, a76)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a4, X59)	p5(a4, a1)	0
p5(X211, X511)	p5(a10, a4)	0
p3(X912, X712)	p3(a20, a69)	0
p5(X211, X511)	p5(a85, a13)	0
p5(a13, X58)	p5(a13, a8)	0
p5(X25, X55)	p5(a4, a51)	0
p0(a65)	p0(X3) :- p6(X3)	0
p4(X02, X02, X24, X02, X02)	p4(a39, a39, X24, a39, a39)	0
p5(X210, X510)	p5(a42, a39)	0
p5(X24, X54)	p5(a94, a88)	0
p3(a29, X711)	p3(a29, a58)	0
p7(a46, a23)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a51, a80)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a85, X511)	p5(a85, a89)	0
p5(a44, X54)	p5(a44, a21)	0
p5(a13, X510)	p5(a13, a44)	0
p5(a59, X510)	p5(a59, a51)	0
p5(a66, X53)	p5(a66, a59)	0
p3(X95, X75)	p3(a10, a13)	0
p3(X95, X75)	p3(a52, a2)	0
p5(X23, X53)	p5(a53, a54)	0
p5(a29, X511)	p5(a29, a10)	0
p3(X913, X713)	p3(a33, a74)	0
p3(X911, X711)	p3(X76, a32)	0
p3(X95, X75)	p3(a72, a69)	0
p5(a96, X511)	p5(a96, a12)	0
p5(a29, X512)	p5(a29, a88)	0
p5(a56, X510)	p5(a56, a51)	0
p7(a62, X0)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p3(X94, X74)	p3(a2, a72)	0
p3(X51, X72)	p3(X51, a22)	0
p5(X23, X53)	p5(a54, a49)	0
p3(a0, X79)	p3(a0, a10)	0
p5(X25, X55)	p5(a55, a54)	0
p5(X24, X54)	p5(a41, a89)	0
p5(X24, X54)	p5(a28, a80)	0
p3(X910, X710)	p3(a10, a13)	0
p3(X79, a89)	p3(a33, a89)	0
p5(X213, X513)	p5(a62, a80)	0
p7(a46, a24)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a38, a76)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a10, X52)	p5(a10, a4)	0
p5(a82, X54)	p5(a82, a33)	0
p5(X23, X53)	p5(a92, a80)	0
p5(X25, X55)	p5(a66, a1)	0
p3(X913, X713)	p3(a25, a12)	0
p7(a56, a56)	p7(X1, X1) :- p8(X1, X9)	0
p3(X95, X75)	p3(a71, a28)	0
p5(a9, X58)	p5(a9, a39)	0
p3(X0, X72)	p3(X0, a4)	0
p5(X210, X510)	p5(a80, a49)	0
p5(X25, X55)	p5(a15, a49)	0
p0(X5)	p0(X3) :- p6(X3)	0
p3(a96, X711)	p3(a96, a58)	0
p3(X95, X75)	p3(a54, a2)	0
p3(a70, X78)	p3(a70, a89)	0
p5(X5, a89)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p7(X0, a39)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p3(X94, X74)	p3(a85, a65)	0
p5(X212, X512)	p5(a76, a54)	0
p3(X913, X713)	p3(a52, a15)	0
p5(X211, X511)	p5(a51, a54)	0
p5(X1, a88)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X76, X711)	p3(X76, a51)	0
p3(X910, X710)	p3(a21, a13)	0
p5(a70, X54)	p5(a70, a54)	0
p7(a75, X1)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p7(a96, a36)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a50, X511)	p5(a50, a12)	0
p5(a12, X511)	p5(a12, a34)	0
p5(X28, X58)	p5(a96, a51)	0
p5(X24, X54)	p5(a20, a10)	0
p3(X911, X711)	p3(a97, a2)	0
p5(a0, X512)	p5(a0, a39)	0
p5(X24, X54)	p5(a13, a39)	0
p5(X25, X55)	p5(a35, a39)	0
p3(a96, X710)	p3(a96, a46)	0
p3(X94, X74)	p3(a27, a72)	0
p5(X1, a24)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p7(a11, a13)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a82, X53)	p5(a82, a51)	0
p5(X213, X513)	p5(a50, a21)	0
p3(a53, X71)	p3(a53, a76)	0
p3(X95, X75)	p3(X5, a32)	0
p3(X911, X711)	p3(a72, a65)	0
p3(X95, X75)	p3(X71, a32)	0
p5(X213, X513)	p5(a24, a54)	0
p5(X6, a34)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X95, X75)	p3(X0, a88)	0
p3(X912, X712)	p3(a51, a29)	0
p4(a16, X213, X213, a11, X913)	p4(a16, a11, a11, a11, X913)	0
p7(X0, a0)	p7(X9, X9) :- p0(X9)	0
p5(X212, X512)	p5(a61, a54)	0
p5(a92, X53)	p5(a92, a23)	0
p0(X0)	p0(X3) :- p3(a90, X3), p9(X3, X3, a77)	0
p5(X213, X513)	p5(a83, a4)	0
p3(X12, a89)	p3(a49, a89)	0
p3(X57, a39)	p3(X57, a39)	0
p5(X212, X512)	p5(a23, a0)	0
p5(a1, X52)	p5(a1, a34)	0
p3(X07, X710)	p3(X07, a10)	0
p5(a29, X511)	p5(a29, a4)	0
p3(X912, X712)	p3(a9, a2)	0
p5(a11, X512)	p5(a11, a88)	0
p3(X93, X73)	p3(X0, a69)	0
p3(a0, X73)	p3(a0, a58)	0
p3(X913, X713)	p3(a11, a69)	0
p7(X7, a22)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X912, X712)	p3(a12, a65)	0
p5(a70, X512)	p5(a70, a1)	0
p3(X95, X75)	p3(a83, a24)	0
p3(X912, X712)	p3(a0, a74)	0
p3(X913, X713)	p3(a17, a35)	0
p5(X3, a4)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p7(a17, X0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X911, X711)	p3(a29, a72)	0
p3(X93, X73)	p3(a66, a15)	0
p5(a13, X54)	p5(a13, a34)	0
p5(X24, X54)	p5(a49, a33)	0
p4(X51, X51, X23, X51, X51)	p4(a89, a89, X23, a89, a89)	0
p4(X59, X59, X212, X59, X59)	p4(a36, a36, X212, a36, a36)	0
p5(a48, X53)	p5(a48, a33)	0
p3(X913, X713)	p3(a35, a12)	0
p5(a42, X512)	p5(a42, a54)	0
p5(a4, X54)	p5(a4, a0)	0
p7(a28, a0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(X4, a36)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(a13, X512)	p5(a13, a29)	0
p5(a98, X53)	p5(a98, a33)	0
p5(a13, X511)	p5(a13, a16)	0
p7(a89, a76)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X25, X55)	p5(a90, a36)	0
p5(a21, X53)	p5(a21, a12)	0
p0(a14)	p0(X9) :- p3(X9, X7), p1(X7)	0
p5(X213, X513)	p5(a44, a39)	0
p3(X910, X710)	p3(a96, a15)	0
p5(a2, X53)	p5(a2, a13)	0
p3(X912, X712)	p3(a51, a69)	0
p5(a72, X53)	p5(a72, a53)	0
p7(a97, a97)	p7(X9, X9) :- p0(X9)	0
p5(a48, X53)	p5(a48, a22)	0
p5(a3, X54)	p5(a3, a12)	0
p5(X213, X513)	p5(a50, a49)	0
p9(X0, a54, X1)	p9(a80, X1, a70) :- p0(X1), p3(X1, a89)	0
p3(a0, a58)	p3(a0, a58)	0
p5(a42, X510)	p5(a42, a1)	0
p5(X8, a54)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(a64, X54)	p5(a64, a88)	0
p0(a55)	p0(X5) :- p0(X5)	0
p5(X25, X55)	p5(a52, a49)	0
p7(a62, a59)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(a10, X710)	p3(a10, a36)	0
p3(X95, X75)	p3(a34, a65)	0
p5(X213, X513)	p5(a9, a89)	0
p7(X7, a10)	p7(X9, X9) :- p0(X9)	0
p5(X22, X52)	p5(a0, a33)	0
p3(X11, a89)	p3(a88, a89)	0
p5(X5, a33)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(X23, X53)	p5(a27, a1)	0
p5(a25, X53)	p5(a25, a12)	0
p3(a54, X72)	p3(a54, a54)	0
p5(X25, X55)	p5(a49, a22)	0
p5(X212, X512)	p5(a35, a29)	0
p5(a66, X53)	p5(a66, a39)	0
p5(X23, X53)	p5(a20, a33)	0
p5(a66, X511)	p5(a66, a13)	0
p3(a70, X79)	p3(a70, a10)	0
p5(X24, X54)	p5(a53, a89)	0
p5(a90, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(X22, X52)	p5(a97, a1)	0
p3(X913, X713)	p3(a96, a72)	0
p7(a72, a11)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a77, X0)	p7(X1, X1) :- p8(X1, X9)	0
p7(a43, a12)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X912, X712)	p3(a64, a69)	0
p5(X2, a33)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p9(X0, X1, a80)	p9(X1, a75, X0) :- p9(X2, X1, X0)	0
p3(X912, X712)	p3(a51, a2)	0
p5(X213, X513)	p5(a89, a39)	0
p5(a96, X52)	p5(a96, a59)	0
p3(X310, a49)	p3(a53, a49)	0
p3(X913, X713)	p3(a3, a28)	0
p5(a1, X53)	p5(a1, a89)	0
p5(X1, a22)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(a35, X53)	p5(a35, a76)	0
p5(a51, X511)	p5(a51, a13)	0
p5(a43, X512)	p5(a43, a0)	0
p3(X913, X713)	p3(a36, a24)	0
p9(X0, X4, a44)	p9(X1, a75, X0) :- p9(X2, X1, X0)	0
p3(X95, X75)	p3(a34, a28)	0
p3(a35, a0)	p3(a35, a0)	0
p7(a83, a83)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X25, X55)	p5(a92, a88)	0
p5(X213, X513)	p5(a49, a0)	0
p5(a13, X512)	p5(a13, a76)	0
p5(X0, a11)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(a39, X711)	p3(a39, a0)	0
p3(a96, X710)	p3(a96, a76)	0
p5(a89, X54)	p5(a89, a4)	0
p5(a14, X53)	p5(a14, a80)	0
p3(X95, X75)	p3(a25, a24)	0
p3(X912, X712)	p3(a21, a24)	0
p3(X92, X72)	p3(X50, a74)	0
p4(a16, X7, X7, a11, X91)	p4(a16, a24, a24, a11, X91)	0
p5(X2, a49)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(a64, X54)	p5(a64, a10)	0
p5(a94, X54)	p5(a94, a23)	0
p5(a77, X53)	p5(a77, a16)	0
p3(X913, X713)	p3(a76, a32)	0
p5(X23, X53)	p5(a98, a10)	0
p3(a70, X78)	p3(a70, a27)	0
p7(a18, a80)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(X0, a51)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p7(a52, a1)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a66, X512)	p5(a66, a44)	0
p3(X913, X713)	p3(a70, a28)	0
p5(a46, X511)	p5(a46, a54)	0
p5(a64, X54)	p5(a64, a11)	0
p7(a97, a4)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a21, X0)	p7(X1, X1) :- p8(X1, X9)	0
p5(a24, X512)	p5(a24, a13)	0
p3(X4, X71)	p3(X4, a21)	0
p5(a24, X54)	p5(a24, a10)	0
p7(a94, a89)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a52, a88)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a21, X511)	p5(a21, a29)	0
p5(a53, X54)	p5(a53, a54)	0
p5(a9, X58)	p5(a9, a29)	0
p3(X910, X710)	p3(a70, a13)	0
p5(X24, X54)	p5(a24, a0)	0
p5(X22, X52)	p5(a54, a88)	0
p3(X912, X712)	p3(a43, a12)	0
p3(X912, X712)	p3(X59, a15)	0
p5(X210, X510)	p5(a3, a36)	0
p3(X911, X711)	p3(a10, a13)	0
p5(X213, X513)	p5(a55, a54)	0
p5(a92, X54)	p5(a92, a21)	0
p5(X23, X53)	p5(a97, a80)	0
p5(a12, X511)	p5(a12, a54)	0
p5(a59, X510)	p5(a59, a16)	0
p3(a85, a54)	p3(a85, a54)	0
p5(X213, X513)	p5(a66, a1)	0
p3(a97, X71)	p3(a97, a54)	0
p3(a20, X73)	p3(a20, a58)	0
p5(X213, X513)	p5(a85, a21)	0
p5(a96, X510)	p5(a96, a41)	0
p3(X94, X74)	p3(a1, a24)	0
p3(a80, X73)	p3(a80, a56)	0
p3(X913, X713)	p3(a29, a35)	0
p5(X212, X512)	p5(a64, a54)	0
p5(a35, X512)	p5(a35, a36)	0
p3(a92, X73)	p3(a92, a29)	0
p3(X93, X73)	p3(a35, a32)	0
p5(X212, X512)	p5(a21, a1)	0
p5(a29, X511)	p5(a29, a21)	0
p3(X95, X75)	p3(a35, a2)	0
p5(a0, X511)	p5(a0, a76)	0
p3(X911, X711)	p3(a21, a13)	0
p5(X3, a33)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p7(a24, a24)	p7(X1, X1) :- p8(X1, X9)	0
p3(X913, X713)	p3(a82, a32)	0
p7(a56, a36)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X95, X75)	p3(a25, a69)	0
p5(a0, a1)	p5(a0, a1)	0
p3(X913, X713)	p3(a83, a13)	0
p5(X212, X512)	p5(a29, a39)	0
p3(X913, X713)	p3(X210, a35)	0
p3(X95, X75)	p3(X21, a15)	0
p7(a51, a24)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a97, a88)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X212, X512)	p5(a49, a89)	0
p3(X90, X70)	p3(X0, a32)	0
p5(X2, a88)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(a51, X53)	p5(a51, a53)	0
p5(a3, X52)	p5(a3, a1)	0
p3(a97, X71)	p3(a97, a76)	0
p5(a14, X511)	p5(a14, a22)	0
p7(a85, X0)	p7(X9, X9) :- p0(X9)	0
p5(X211, X511)	p5(a51, a88)	0
p5(a25, X53)	p5(a25, a39)	0
p7(a59, X0)	p7(X1, X1) :- p8(X1, X9)	0
p7(X0, a24)	p7(X9, X9) :- p0(X9)	0
p3(X57, X79)	p3(X57, a76)	0
p7(a4, X0)	p7(X9, X9) :- p0(X9)	0
p5(X22, X52)	p5(a85, a1)	0
p3(X913, X713)	p3(a71, a35)	0
p5(X24, X54)	p5(a15, a29)	0
p3(a41, a22)	p3(a41, a22)	0
p5(X24, X54)	p5(a85, a88)	0
p3(X95, X75)	p3(a10, a69)	0
p5(a44, X511)	p5(a44, a23)	0
p5(a72, X511)	p5(a72, a76)	0
p3(a46, a46)	p3(a46, a46)	0
p5(a33, X53)	p5(a33, a10)	0
p3(X91, X71)	p3(X2, a15)	0
p3(X913, X713)	p3(a20, a69)	0
p5(X212, X512)	p5(a46, a10)	0
p3(X94, X74)	p3(a82, a74)	0
p5(a66, X510)	p5(a66, a0)	0
p3(X95, X75)	p3(a57, a15)	0
p7(a46, a39)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X99, X79)	p3(a56, a88)	0
p8(a33, X0)	p8(X7, X3) :- p3(X3, a49), p3(X3, X7)	0
p5(X25, X55)	p5(a42, a0)	0
p5(a43, X512)	p5(a43, a21)	0
p3(X95, X75)	p3(a29, a32)	0
p5(X213, X513)	p5(a80, a51)	0
p3(X94, X74)	p3(a48, a74)	0
p3(a51, a56)	p3(a51, a56)	0
p5(a9, X53)	p5(a9, a88)	0
p5(a14, X53)	p5(a14, a59)	0
p5(a13, X54)	p5(a13, a49)	0
p5(X213, X513)	p5(a61, a0)	0
p5(X213, X513)	p5(a97, a21)	0
p5(X212, X512)	p5(a4, a89)	0
p5(X25, X55)	p5(a25, a88)	0
p3(X912, X712)	p3(a76, a12)	0
p5(a42, X510)	p5(a42, a89)	0
p3(X98, X78)	p3(a0, a32)	0
p3(a53, a88)	p3(a53, a88)	0
p7(a72, a29)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(X2, a76)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
